number,text,date,fav
270,boss gave exact combo couple years ago stopped thinking since,2021-11-29 23:05:26+00:00,1
271,boss left come visit kfc,2021-11-29 23:05:01+00:00,2
272,congratulations boss🥳🥳,2021-11-29 23:04:56+00:00,0
273,eat less love exercise more want eat stomach tells needs food never last week restrictive diets manager diet although lost weight looked haggard older actual age ill pass,2021-11-29 23:04:49+00:00,1
274, sent tik tok ruined life today firing boss friend,2021-11-29 23:04:45+00:00,10
275,principality jorgen earth federation force fighting speak colony total lockdown tell boss really asked still gonna make shift today  ,2021-11-29 23:04:40+00:00,0
276,account temporarily unavailable violates twitter media policy learn more,2021-11-29 23:04:35+00:00,0
277,im advertising creative theres question autism makes exceptional job want hired advertising well pumped creative found boss hired specifically im autistic id devastated,2021-11-29 23:04:33+00:00,0
278,male coworker calling boss work gc customer objectified boss said “is wrong” … electric chair,2021-11-29 23:04:28+00:00,5
279,im thankful boss letting mourn even one day think go work wednesday distract,2021-11-29 23:03:44+00:00,0
280,i’m currently writing end year selfassessment think it’s dumbest thing world it’s “required” it’s “encouraged” 🙄 manager knows first hand everything dealt year accomplishments,2021-11-29 23:03:33+00:00,0
281,bro let monkey space station boss eating fur sign see crap wonder humanity loosing smdh ,2021-11-29 23:02:36+00:00,0
282,plssskdkd it’s way got text boss asking aware opening shift next day  whole ass different state ,2021-11-29 23:02:29+00:00,1
283,boss said looked dead pale today said it’s i’m wearing makeup said “you don’t need it” thanks much😌,2021-11-29 23:02:14+00:00,0
284,nah gonna ask guys ask boss 💀,2021-11-29 23:01:56+00:00,0
285,texted manager work related online training system feel insanely guilty xx,2021-11-29 23:01:47+00:00,0
286,midday successfully smashed todo list updated manager w everything uni really teach shit last minute ace game 🥰 ,2021-11-29 23:01:46+00:00,4
287,omg boss sent us 20 resumes open job office they’re almost bad 😭,2021-11-29 23:01:23+00:00,0
288,really spent work day phone can’t stand boss right,2021-11-29 23:01:20+00:00,0
289,boss pussy lmfao shout nigga,2021-11-29 23:01:17+00:00,1
290,boss texting early morning remind bring nintendo switch 🥲🤣,2021-11-29 23:00:50+00:00,0
291,boss told nails long childcare need trim them👀,2021-11-29 23:00:37+00:00,1
292,told boss gotta go new york week dis mf said “i’m glad u pull contract see u can” mf really everything i’m like private contractor atp,2021-11-29 23:00:36+00:00,0
293,boss ,2021-11-29 23:00:31+00:00,1
294,i’m good bother boss let back 😅,2021-11-29 23:00:30+00:00,0
295,manager 😍,2021-11-29 23:00:17+00:00,5
296,me “what doing” 4yo “i’m kind working super hard” definitely using boss on,2021-11-29 23:00:11+00:00,3
297,cyber monday mention patreon kofi sorts goodies line time cyber though mondaying manager watching ,2021-11-29 22:59:57+00:00,18
298,drying clothes going late work…lol i’m going tell manager demonstrated poor time management love lol,2021-11-29 22:59:42+00:00,1
299,things experienced today typical webcomic tropes  sat expensive af car driven handsome guy rich neighbourhood lol  dinner boss house meaningful conversation jokes aside good day,2021-11-29 22:59:38+00:00,0
300,gave boss plant day hyped gotta circulate sprouts,2021-11-29 22:59:22+00:00,2
301,kinda upset disgruntled customers made attempts complain manager working much im actually trying get suspended get time tbh,2021-11-29 22:59:16+00:00,3
302,lmao man quit year ago talked shit whole team whining wanting work us harassing boss month,2021-11-29 22:58:32+00:00,6
303,wish manager,2021-11-29 22:58:27+00:00,5
304,boss needs leave go back paid read 🙄 100 pages left lemme finish book please,2021-11-29 22:57:47+00:00,1
305,boss increased pay 2500 week goes on sure permanent like said weird situation cant speak much about,2021-11-29 22:57:30+00:00,4
306,manager letting one day ,2021-11-29 22:57:07+00:00,0
307,boss hey looking diplodocus herd migrating road yeah im gonna late,2021-11-29 22:57:05+00:00,13
308,can’t fault bojack what’s supposed say topic y’all need boo louder fire boss whole thing sucky but george gets cling worthless badge honor never firing coach inseason like anyone cares org train wreck,2021-11-29 22:57:04+00:00,1
309,im life go college get job boss issue silently fires saying no work me sit getting denied left right centre cant even get job fuckin delivery driver like dont get it,2021-11-29 22:56:58+00:00,0
310,imagine fielding advice facebook friends covid remedies ever considering going doctor imagine idiot boss fucked getting sick leaving work myself zero sympathy dumb antivaxxer ass,2021-11-29 22:56:57+00:00,0
311,boss emailed us bonus amount next month get it told coworkers ill take it said tawnee know u u 200 hrs 80hr work week 😂,2021-11-29 22:56:45+00:00,0
312,manager got training folks hold playa like fry chicken calls u sure im one this😂,2021-11-29 22:56:43+00:00,0
313,i’m pissed boss purposefully shared tips everybody like even i’ve watched entire bar people you’re even gonna acknowledge wanna quit bad 😭😭,2021-11-29 22:56:41+00:00,3
314,got email boss inviting drinks appalled til realized i’m almost 23 years old ,2021-11-29 22:56:36+00:00,7
315,reasons come spilt milk tonight im wearing eyeliner service industry gets 25 off manager put decorations up im cool make good martinis,2021-11-29 22:56:27+00:00,8
316,today got eye roll colleague who’s hardcore “covid fake” believer manager expressed concern needed keep safe pregnancy 🙃,2021-11-29 22:56:23+00:00,1
317,pls send eth tell boss jurk would funny justice payback 0x72662b78d2993b69d5bb65e1d810a3a8c3b1ffcf 💜,2021-11-29 22:56:18+00:00,1
318,sound like me boss gave hours told im bout dip 😂😂 ,2021-11-29 22:56:16+00:00,0
319,boss wants cut hours next semester cool valid like yeah life falling apart like bodies reaction people making decisions like trauma response also that’s lot money don’t want,2021-11-29 22:56:11+00:00,5
320,work cell iphone constantly restarting itself ive done everything try fix it im throw towel ask boss let use personal cell instead ,2021-11-29 22:55:41+00:00,0
321,block twitter scientology racist scientology boss david miscavige líder scientology tom cruise maphoter family mackinnon scotland el salvador ,2021-11-29 22:55:28+00:00,0
322,new job amazing starters also office like 70 warehouse 30 office warehouse basketball hoop gonna rock nike mids rest week case boss wanna get crossed,2021-11-29 22:55:28+00:00,1
323,boyfriend mad one scariest things i’ve ever seen… like boss would quit lol,2021-11-29 22:55:19+00:00,1
324,patient sexually harassed left negative review said “an arrogant little bitch” manager showed review demanded explain 💁‍♀️,2021-11-29 22:55:01+00:00,8
325,walked manager black friday jokingly asked “surviving” squinted said “still vibing…” i’ve never seen someone tired,2021-11-29 22:54:48+00:00,12
326,manager told think work i’m la 😂 obviously,2021-11-29 22:54:41+00:00,4
327,boss said day happy account gave six weeks notice important roles i’m sitting thinking why could fire us anytime reason,2021-11-29 22:54:34+00:00,1
328,check dm e boss😹,2021-11-29 22:54:24+00:00,1
329,lead singles 1 starstruck 2 lady 3 ambulance 4 bye goodbye 5 prince today 6 boss 7 radio kid 8 made  hell oh well,2021-11-29 22:54:22+00:00,0
330,manager listening every last one calls today check big boss work home 😩,2021-11-29 22:54:08+00:00,1
331,boss house keep prayers,2021-11-29 22:54:04+00:00,2
332,unprompted coworker like “you know small hands larissa” manager measured hand ring size,2021-11-29 22:53:32+00:00,5
333,found manager chili’s passed 😭 real one jr happy walk work see u miss you you’re free pain ,2021-11-29 22:53:08+00:00,2
334,somebody tell boss lsu interested me,2021-11-29 22:52:58+00:00,0
335,love boss sends cute clothes encourages bad spending habits 😂😭,2021-11-29 22:52:38+00:00,1
336,girl almost gave manager called today sent forms exemption tho hopefully get passed,2021-11-29 22:52:35+00:00,0
337,almost greeted manager “bing bong” today  need help,2021-11-29 22:52:29+00:00,7
338,lady complaining manager day getting things done thanksgiving canadian client girl idk tell you know holiday dates thinking im going work holiday insane,2021-11-29 22:52:22+00:00,1
339,i’ve taken 2 days pto still answer emails past 9 months boss audacity tell need work one days asking take family xmas vacation i’ll looking new job good sir,2021-11-29 22:51:50+00:00,12
340,wearing anything work lol boss barely don’t caring,2021-11-29 22:51:47+00:00,0
341,me thought size heat strips heat pump 80 rated capacity boss smirking leaning back waving hand look need forget book stuff 75kw two half tons maybe 10 really old house,2021-11-29 22:51:33+00:00,1
342,bsf boss tonight “can” phone 🤩,2021-11-29 22:50:57+00:00,3
343,thinking time told boss kll messing didnt know respond,2021-11-29 22:50:54+00:00,15
344,boss said “oh krys board” bad damn know forgot damnnnnnnnn 😂,2021-11-29 22:50:30+00:00,0
345,boss 3 days leaving company i like smacking ass like sucking ass,2021-11-29 22:50:19+00:00,9
346,boss acting like bitter child refused make birthday wishes 3,2021-11-29 22:50:17+00:00,1
347,manager bought fake airpod pros fb marketplace ignoring fact fake earth would buy randos used ear earbuds facebook,2021-11-29 22:50:16+00:00,0
348,boss messaged like even arrived,2021-11-29 22:50:05+00:00,0
349,boss keeps playing snl squid games song every 15 minutes teams call like really funny meme thats im responding teams,2021-11-29 22:49:25+00:00,3
350,manager trying talk forced diversity eternals bruh pls didnt even watch,2021-11-29 22:49:25+00:00,3
351,blank geezuz gonna muzzle cuz see boss tomorrow ,2021-11-29 22:49:07+00:00,0
352,late work bc another snorlax road 🙄 manager starting suspect im lying get ,2021-11-29 22:49:05+00:00,4
353,calling boss quit let’s see goes 🥰🥰,2021-11-29 22:48:47+00:00,11
354,love boss tonic smells fantastic80 time works 50 time,2021-11-29 22:48:43+00:00,0
355,never got scrubs n boss says ill compensated get time go figs site ,2021-11-29 22:48:15+00:00,0
356,boss said fucked 😂 let’s go home ,2021-11-29 22:48:14+00:00,3
357,manager ❤️ ,2021-11-29 22:47:47+00:00,2
358,baby nothing me hate boss,2021-11-29 22:47:36+00:00,0
359,store relies much one week vacation trip gonna hell manager,2021-11-29 22:47:35+00:00,1
360,cap think mj gm hornets power black politicians boss black suppose says aint hiring white people they smell like dog racist,2021-11-29 22:47:25+00:00,0
361,fuck dont say man ive waiting 2 years boss paid lmao,2021-11-29 22:47:23+00:00,1
362,boss one 85 let drive work,2021-11-29 22:47:19+00:00,0
363,boss stop sending pictures ugly ass baby work gc,2021-11-29 22:47:17+00:00,0
364,lmfaooo hypnotize playing full blast café wasnt clean saw manager run back fast 😭,2021-11-29 22:46:56+00:00,0
365,manager come understanding cant get certain days hes allowing certain days that hes rad,2021-11-29 22:46:38+00:00,4
366,college camp counselor inner city children loved every minute job college spent 16yrs teaching reading spelling dyslexic students hated boss loved work,2021-11-29 22:46:35+00:00,60
367,me i’ll get manager they’re easiest stomach people every band like full insane people  tl ,2021-11-29 22:46:32+00:00,7
368,aww manager said i’m headstrong🥰🥰whatever tht means 😭😭😭,2021-11-29 22:45:39+00:00,0
